idx,word,examples,phrases,distractors,batch,category,meanings,note,etymology,script,rare_kanji,complexity,retired
39,よだれ,"[{""word"": ""よだれが出る"", ""reading"": ""よだれがでる"", ""meaning"": ""to drool"", ""tags"": []}]","[{""word"": ""よだれが出る"", ""reading"": ""よだれがでる"", ""meaning"": ""to drool"", ""tags"": []}, {""word"": ""よだれが止まらない"", ""reading"": ""よだれがとまらない"", ""meaning"": ""mouth keeps watering""}, {""word"": ""犬のよだれ"", ""reading"": ""いぬのよだれ"", ""meaning"": ""a dogs drool""}]","[{""word"": ""よたれ"", ""reading"": ""よたれ"", ""meaning"": ""(non-word)""}, {""word"": ""よだっれ"", ""reading"": ""よだっれ"", ""meaning"": ""(non-word)""}, {""word"": ""よだ"", ""reading"": ""よだ"", ""meaning"": ""(non-word)""}]",1,Health,drool,,native Japanese,hiragana,涎,3,false
40,おなら,"[{""word"": ""おならをする"", ""reading"": ""おならをする"", ""meaning"": ""to fart"", ""tags"": []}]","[{""word"": ""おならをする"", ""reading"": ""おならをする"", ""meaning"": ""to fart"", ""tags"": []}, {""word"": ""大きいおなら"", ""reading"": ""おおきいおなら"", ""meaning"": ""a loud fart""}, {""word"": ""おならの音"", ""reading"": ""おならのおと"", ""meaning"": ""the sound of a fart""}]","[{""word"": ""おなっら"", ""reading"": ""おなっら"", ""meaning"": ""(non-word)""}, {""word"": ""おな"", ""reading"": ""おな"", ""meaning"": ""(non-word)""}]",1,Health,fart,,native Japanese,hiragana,屁,3,false
41,めまい,"[{""word"": ""めまいがする"", ""reading"": ""めまいがする"", ""meaning"": ""to feel dizzy"", ""tags"": []}]","[{""word"": ""めまいがする"", ""reading"": ""めまいがする"", ""meaning"": ""to feel dizzy"", ""tags"": []}, {""word"": ""朝のめまい"", ""reading"": ""あさのめまい"", ""meaning"": ""morning dizziness""}, {""word"": ""急なめまい"", ""reading"": ""きゅうなめまい"", ""meaning"": ""sudden dizziness""}]","[{""word"": ""めまっい"", ""reading"": ""めまっい"", ""meaning"": ""(non-word)""}, {""word"": ""めま"", ""reading"": ""めま"", ""meaning"": ""(non-word)""}]",1,Health,dizziness,,native Japanese,hiragana,眩暈,3,false
42,にきび,"[{""word"": ""にきびが出る"", ""reading"": ""にきびがでる"", ""meaning"": ""to get a pimple"", ""tags"": []}]","[{""word"": ""にきびが出る"", ""reading"": ""にきびがでる"", ""meaning"": ""to get a pimple"", ""tags"": []}, {""word"": ""にきびが気になる"", ""reading"": ""にきびがきになる"", ""meaning"": ""bothered by a pimple""}, {""word"": ""顔のにきび"", ""reading"": ""かおのにきび"", ""meaning"": ""a pimple on the face""}]","[{""word"": ""にぎび"", ""reading"": ""にぎび"", ""meaning"": ""(non-word)""}, {""word"": ""にきひ"", ""reading"": ""にきひ"", ""meaning"": ""(non-word)""}, {""word"": ""にきっび"", ""reading"": ""にきっび"", ""meaning"": ""(non-word)""}]",1,Health,pimple,,native Japanese,hiragana,面皰,3,false
43,しわ,"[{""word"": ""しわが多い"", ""reading"": ""しわがおおい"", ""meaning"": ""to have many wrinkles"", ""tags"": []}]","[{""word"": ""しわが多い"", ""reading"": ""しわがおおい"", ""meaning"": ""to have many wrinkles"", ""tags"": []}, {""word"": ""しわが出る"", ""reading"": ""しわがでる"", ""meaning"": ""wrinkles appear""}, {""word"": ""服のしわ"", ""reading"": ""ふくのしわ"", ""meaning"": ""wrinkles in clothes""}]","[{""word"": ""じわ"", ""reading"": ""じわ"", ""meaning"": ""(non-word)""}]",1,Body,wrinkle,,native Japanese,hiragana,皺,2,false
44,ほくろ,"[{""word"": ""目の下のほくろ"", ""reading"": ""めのしたのほくろ"", ""meaning"": ""a mole under the eye"", ""tags"": []}]","[{""word"": ""目の下のほくろ"", ""reading"": ""めのしたのほくろ"", ""meaning"": ""a mole under the eye"", ""tags"": []}, {""word"": ""顔のほくろ"", ""reading"": ""かおのほくろ"", ""meaning"": ""a mole on the face""}, {""word"": ""大きいほくろ"", ""reading"": ""おおきいほくろ"", ""meaning"": ""a big mole""}]","[{""word"": ""ぼくろ"", ""reading"": ""ぼくろ"", ""meaning"": ""(non-word)""}, {""word"": ""ほぐろ"", ""reading"": ""ほぐろ"", ""meaning"": ""(non-word)""}, {""word"": ""ほくっろ"", ""reading"": ""ほくっろ"", ""meaning"": ""(non-word)""}]",1,Body,mole (on skin),,native Japanese,hiragana,黒子,3,false
45,まぶた,"[{""word"": ""まぶたが重い"", ""reading"": ""まぶたがおもい"", ""meaning"": ""heavy eyelids"", ""tags"": []}]","[{""word"": ""まぶたが重い"", ""reading"": ""まぶたがおもい"", ""meaning"": ""heavy eyelids"", ""tags"": []}, {""word"": ""重いまぶた"", ""reading"": ""おもいまぶた"", ""meaning"": ""heavy eyelids""}, {""word"": ""まぶたの上"", ""reading"": ""まぶたのうえ"", ""meaning"": ""on the eyelid""}]","[{""word"": ""まふた"", ""reading"": ""まふた"", ""meaning"": ""(non-word)""}, {""word"": ""まぶだ"", ""reading"": ""まぶだ"", ""meaning"": ""(non-word)""}, {""word"": ""まぶった"", ""reading"": ""まぶった"", ""meaning"": ""(non-word)""}]",1,Body,eyelid,,native Japanese,hiragana,瞼,3,false
46,かかと,"[{""word"": ""かかとが高い"", ""reading"": ""かかとがたかい"", ""meaning"": ""high heels"", ""tags"": []}]","[{""word"": ""かかとが高い"", ""reading"": ""かかとがたかい"", ""meaning"": ""high heels"", ""tags"": []}, {""word"": ""かかとが痛い"", ""reading"": ""かかとがいたい"", ""meaning"": ""sore heels""}, {""word"": ""かかとを上げる"", ""reading"": ""かかとをあげる"", ""meaning"": ""to raise ones heels""}]","[{""word"": ""がかと"", ""reading"": ""がかと"", ""meaning"": ""(non-word)""}, {""word"": ""かがと"", ""reading"": ""かがと"", ""meaning"": ""(non-word)""}, {""word"": ""かかど"", ""reading"": ""かかど"", ""meaning"": ""(non-word)""}]",1,Body,heel,,native Japanese,hiragana,踵,3,false
47,ふくらはぎ,"[{""word"": ""ふくらはぎが重い"", ""reading"": ""ふくらはぎがおもい"", ""meaning"": ""heavy calves"", ""tags"": []}]","[{""word"": ""ふくらはぎが重い"", ""reading"": ""ふくらはぎがおもい"", ""meaning"": ""heavy calves""}, {""word"": ""ふくらはぎが強い"", ""reading"": ""ふくらはぎがつよい"", ""meaning"": ""strong calves""}, {""word"": ""ふくらはぎが痛い"", ""reading"": ""ふくらはぎがいたい"", ""meaning"": ""sore calves""}]","[{""word"": ""ぶくらはぎ"", ""reading"": ""ぶくらはぎ"", ""meaning"": ""(non-word)""}, {""word"": ""ふぐらはぎ"", ""reading"": ""ふぐらはぎ"", ""meaning"": ""(non-word)""}, {""word"": ""ふくらばぎ"", ""reading"": ""ふくらばぎ"", ""meaning"": ""(non-word)""}]",1,Body,calf (of leg),,native Japanese,hiragana,脹脛,5,false
48,ひげ,"[{""word"": ""ひげを切る"", ""reading"": ""ひげをきる"", ""meaning"": ""to trim one's beard"", ""tags"": []}]","[{""word"": ""ひげを切る"", ""reading"": ""ひげをきる"", ""meaning"": ""to trim one's beard"", ""tags"": []}, {""word"": ""白いひげ"", ""reading"": ""しろいひげ"", ""meaning"": ""a white beard""}, {""word"": ""長いひげ"", ""reading"": ""ながいひげ"", ""meaning"": ""a long beard""}]","[{""word"": ""びげ"", ""reading"": ""びげ"", ""meaning"": ""(non-word)""}, {""word"": ""ひけ"", ""reading"": ""ひけ"", ""meaning"": ""(non-word)""}]",1,Body,beard / mustache,,native Japanese,hiragana,髭,2,false
49,しっぽ,"[{""word"": ""長いしっぽ"", ""reading"": ""ながいしっぽ"", ""meaning"": ""a long tail"", ""tags"": []}]","[{""word"": ""長いしっぽ"", ""reading"": ""ながいしっぽ"", ""meaning"": ""a long tail"", ""tags"": []}, {""word"": ""しっぽが動く"", ""reading"": ""しっぽがうごく"", ""meaning"": ""the tail moves""}, {""word"": ""犬のしっぽ"", ""reading"": ""いぬのしっぽ"", ""meaning"": ""a dogs tail""}]","[{""word"": ""じっぽ"", ""reading"": ""じっぽ"", ""meaning"": ""(non-word)""}, {""word"": ""しぽ"", ""reading"": ""しぽ"", ""meaning"": ""(non-word)""}, {""word"": ""しっ"", ""reading"": ""しっ"", ""meaning"": ""(non-word)""}]",1,Body,tail,,native Japanese,hiragana,尻尾,3,false
50,たくさん,"[{""word"": ""たくさん食べる"", ""reading"": ""たくさんたべる"", ""meaning"": ""to eat a lot"", ""tags"": []}]","[{""word"": ""たくさん食べる"", ""reading"": ""たくさんたべる"", ""meaning"": ""to eat a lot"", ""tags"": []}, {""word"": ""たくさん飲む"", ""reading"": ""たくさんのむ"", ""meaning"": ""to drink a lot""}, {""word"": ""たくさんある"", ""reading"": ""たくさんある"", ""meaning"": ""there is a lot""}]","[{""word"": ""だくさん"", ""reading"": ""だくさん"", ""meaning"": ""(non-word)""}, {""word"": ""たぐさん"", ""reading"": ""たぐさん"", ""meaning"": ""(non-word)""}, {""word"": ""たくざん"", ""reading"": ""たくざん"", ""meaning"": ""(non-word)""}]",1,Adverbs,a lot,,"Sino-Japanese (沢山, from Chinese)",hiragana,沢山,4,false
51,ほとんど,"[{""word"": ""ほとんど分かる"", ""reading"": ""ほとんどわかる"", ""meaning"": ""to understand almost all"", ""tags"": []}]","[{""word"": ""ほとんど分かる"", ""reading"": ""ほとんどわかる"", ""meaning"": ""to understand almost all"", ""tags"": []}, {""word"": ""ほとんど同じ"", ""reading"": ""ほとんどおなじ"", ""meaning"": ""almost the same""}, {""word"": ""ほとんどない"", ""reading"": ""ほとんどない"", ""meaning"": ""almost none""}]","[{""word"": ""ぼとんど"", ""reading"": ""ぼとんど"", ""meaning"": ""(non-word)""}, {""word"": ""ほどんど"", ""reading"": ""ほどんど"", ""meaning"": ""(non-word)""}, {""word"": ""ほとんと"", ""reading"": ""ほとんと"", ""meaning"": ""(non-word)""}]",1,Adverbs,almost all / hardly,,native Japanese,hiragana,殆ど,4,false
52,さすが,"[{""word"": ""さすが先生"", ""reading"": ""さすがせんせい"", ""meaning"": ""just what you'd expect from the teacher"", ""tags"": []}]","[{""word"": ""さすが先生"", ""reading"": ""さすがせんせい"", ""meaning"": ""just what you'd expect from the teacher"", ""tags"": []}, {""word"": ""さすがに高い"", ""reading"": ""さすがにたかい"", ""meaning"": ""expensive as youd expect""}, {""word"": ""さすがの力"", ""reading"": ""さすがのちから"", ""meaning"": ""impressive strength""}]","[{""word"": ""ざすが"", ""reading"": ""ざすが"", ""meaning"": ""(non-word)""}, {""word"": ""さずが"", ""reading"": ""さずが"", ""meaning"": ""(non-word)""}, {""word"": ""さすか"", ""reading"": ""さすか"", ""meaning"": ""(non-word)""}]",1,Adverbs,as expected (impressive),,native Japanese,hiragana,流石,3,false
53,やはり,"[{""word"": ""やはり高い"", ""reading"": ""やはりたかい"", ""meaning"": ""expensive after all"", ""tags"": []}]","[{""word"": ""やはり高い"", ""reading"": ""やはりたかい"", ""meaning"": ""expensive after all"", ""tags"": []}, {""word"": ""やはりうまい"", ""reading"": ""やはりうまい"", ""meaning"": ""delicious as expected""}, {""word"": ""やはり家が一番"", ""reading"": ""やはりいえがいちばん"", ""meaning"": ""home is best after all""}]","[{""word"": ""やばり"", ""reading"": ""やばり"", ""meaning"": ""(non-word)""}, {""word"": ""やはっり"", ""reading"": ""やはっり"", ""meaning"": ""(non-word)""}, {""word"": ""やは"", ""reading"": ""やは"", ""meaning"": ""(non-word)""}]",1,Adverbs,after all / as expected,,native Japanese,hiragana,矢張り,3,false
54,わざわざ,"[{""word"": ""わざわざ来る"", ""reading"": ""わざわざくる"", ""meaning"": ""to come all this way"", ""tags"": []}]","[{""word"": ""わざわざ来る"", ""reading"": ""わざわざくる"", ""meaning"": ""to come all this way"", ""tags"": []}, {""word"": ""わざわざ行く"", ""reading"": ""わざわざいく"", ""meaning"": ""to go specially""}, {""word"": ""わざわざ買う"", ""reading"": ""わざわざかう"", ""meaning"": ""to go out of ones way to buy""}]","[{""word"": ""わさわざ"", ""reading"": ""わさわざ"", ""meaning"": ""(non-word)""}, {""word"": ""わざわさ"", ""reading"": ""わざわさ"", ""meaning"": ""(non-word)""}, {""word"": ""わざっわざ"", ""reading"": ""わざっわざ"", ""meaning"": ""(non-word)""}]",1,Adverbs,going out of one's way,,native Japanese,hiragana,態々,4,false
55,とりあえず,"[{""word"": ""とりあえずビール"", ""reading"": ""とりあえずびーる"", ""meaning"": ""beer for now"", ""tags"": []}]","[{""word"": ""とりあえずビール"", ""reading"": ""とりあえずびーる"", ""meaning"": ""beer for now"", ""tags"": []}, {""word"": ""とりあえず休む"", ""reading"": ""とりあえずやすむ"", ""meaning"": ""to rest for now""}, {""word"": ""とりあえず行く"", ""reading"": ""とりあえずいく"", ""meaning"": ""to go for now""}]","[{""word"": ""どりあえず"", ""reading"": ""どりあえず"", ""meaning"": ""(non-word)""}, {""word"": ""とりあえす"", ""reading"": ""とりあえす"", ""meaning"": ""(non-word)""}, {""word"": ""とりっあえず"", ""reading"": ""とりっあえず"", ""meaning"": ""(non-word)""}]",1,Adverbs,for now / first of all,,native Japanese,hiragana,取り敢えず,5,false
56,もちろん,"[{""word"": ""もちろん行く"", ""reading"": ""もちろんいく"", ""meaning"": ""of course I'll go"", ""tags"": []}]","[{""word"": ""もちろん行く"", ""reading"": ""もちろんいく"", ""meaning"": ""of course I'll go"", ""tags"": []}, {""word"": ""もちろんです"", ""reading"": ""もちろんです"", ""meaning"": ""of course""}, {""word"": ""もちろんいい"", ""reading"": ""もちろんいい"", ""meaning"": ""of course its fine""}]","[{""word"": ""もぢろん"", ""reading"": ""もぢろん"", ""meaning"": ""(non-word)""}, {""word"": ""もちっろん"", ""reading"": ""もちっろん"", ""meaning"": ""(non-word)""}, {""word"": ""もちろ"", ""reading"": ""もちろ"", ""meaning"": ""(non-word)""}]",1,Adverbs,of course,,"Sino-Japanese (勿論, from Chinese)",hiragana,勿論,4,false
57,ぜひ,"[{""word"": ""ぜひ来てください"", ""reading"": ""ぜひきてください"", ""meaning"": ""please do come"", ""tags"": []}]","[{""word"": ""ぜひ来てください"", ""reading"": ""ぜひきてください"", ""meaning"": ""please do come"", ""tags"": []}, {""word"": ""ぜひ一度"", ""reading"": ""ぜひいちど"", ""meaning"": ""by all means, once""}, {""word"": ""ぜひ見たい"", ""reading"": ""ぜひみたい"", ""meaning"": ""really want to see""}]","[{""word"": ""せひ"", ""reading"": ""せひ"", ""meaning"": ""(non-word)""}, {""word"": ""ぜび"", ""reading"": ""ぜび"", ""meaning"": ""(non-word)""}]",1,Adverbs,by all means,,"Sino-Japanese (是非, from Chinese)",hiragana,是非,2,false
58,なかなか,"[{""word"": ""なかなか安い"", ""reading"": ""なかなかやすい"", ""meaning"": ""quite cheap"", ""tags"": []}]","[{""word"": ""なかなか安い"", ""reading"": ""なかなかやすい"", ""meaning"": ""quite cheap"", ""tags"": []}, {""word"": ""なかなか上手"", ""reading"": ""なかなかじょうず"", ""meaning"": ""quite skilled""}, {""word"": ""なかなか来ない"", ""reading"": ""なかなかこない"", ""meaning"": ""slow to come""}]","[{""word"": ""ながなか"", ""reading"": ""ながなか"", ""meaning"": ""(non-word)""}, {""word"": ""なかなが"", ""reading"": ""なかなが"", ""meaning"": ""(non-word)""}, {""word"": ""なかっなか"", ""reading"": ""なかっなか"", ""meaning"": ""(non-word)""}]",1,Adverbs,quite / not easily (with neg.),,native Japanese,hiragana,中々,4,false
59,まさか,"[{""word"": ""まさかの雨"", ""reading"": ""まさかのあめ"", ""meaning"": ""unexpected rain"", ""tags"": []}]","[{""word"": ""まさかの雨"", ""reading"": ""まさかのあめ"", ""meaning"": ""unexpected rain"", ""tags"": []}, {""word"": ""まさかの結果"", ""reading"": ""まさかのけっか"", ""meaning"": ""an unbelievable result""}, {""word"": ""まさかの話"", ""reading"": ""まさかのはなし"", ""meaning"": ""an unbelievable turn""}]","[{""word"": ""まざか"", ""reading"": ""まざか"", ""meaning"": ""(non-word)""}, {""word"": ""まさが"", ""reading"": ""まさが"", ""meaning"": ""(non-word)""}, {""word"": ""まさっか"", ""reading"": ""まさっか"", ""meaning"": ""(non-word)""}]",1,Adverbs,no way / surely not,,native Japanese,hiragana,真逆,3,false
