id,kanji_list,tokens
s269,"[58, 83, 105]","[{""kind"": ""word"", ""ja"": ""甘酒"", ""reading"": ""あまざけ"", ""en"": ""sweet sake"", ""kanji"": [""甘"", ""酒""], ""targets"": [105, 83]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""飲む"", ""reading"": ""のむ"", ""en"": ""drink"", ""kanji"": [""飲""], ""targets"": [58]}]"
s270,[136],"[{""kind"": ""word"", ""ja"": ""あれ"", ""reading"": ""あれ"", ""en"": ""that"", ""kanji"": [], ""targets"": []}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""誰"", ""reading"": ""だれ"", ""en"": ""who"", ""kanji"": [""誰""], ""targets"": [136]}, {""kind"": ""particle"", ""kana"": ""です""}, {""kind"": ""particle"", ""kana"": ""か""}]"
s271,[137],"[{""kind"": ""word"", ""ja"": ""これ"", ""reading"": ""これ"", ""en"": ""this"", ""kanji"": [], ""targets"": []}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""幾ら"", ""reading"": ""いくら"", ""en"": ""how much"", ""kanji"": [""幾""], ""targets"": [137]}, {""kind"": ""particle"", ""kana"": ""です""}, {""kind"": ""particle"", ""kana"": ""か""}]"
s272,"[57, 127]","[{""kind"": ""word"", ""ja"": ""全部"", ""reading"": ""ぜんぶ"", ""en"": ""all"", ""kanji"": [""全""], ""targets"": [127]}, {""kind"": ""word"", ""ja"": ""食べました"", ""reading"": ""たべました"", ""en"": ""ate"", ""kanji"": [""食""], ""targets"": [57]}]"
s273,"[123, 133]","[{""kind"": ""word"", ""ja"": ""両方"", ""reading"": ""りょうほう"", ""en"": ""both"", ""kanji"": [""両"", ""方""], ""targets"": [133, 123]}, {""kind"": ""word"", ""ja"": ""ください"", ""reading"": ""ください"", ""en"": ""please"", ""kanji"": [], ""targets"": []}]"
s274,"[57, 128]","[{""kind"": ""word"", ""ja"": ""皆"", ""reading"": ""みな"", ""en"": ""everyone"", ""kanji"": [""皆""], ""targets"": [128]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""word"", ""ja"": ""食べましょう"", ""reading"": ""たべましょう"", ""en"": ""let us eat"", ""kanji"": [""食""], ""targets"": [57]}]"
s275,[131],"[{""kind"": ""word"", ""ja"": ""これ"", ""reading"": ""これ"", ""en"": ""this"", ""kanji"": [], ""targets"": []}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""同じ"", ""reading"": ""おなじ"", ""en"": ""same"", ""kanji"": [""同""], ""targets"": [131]}, {""kind"": ""particle"", ""kana"": ""です""}]"
s276,"[122, 123, 128]","[{""kind"": ""word"", ""ja"": ""仕事"", ""reading"": ""しごと"", ""en"": ""work"", ""kanji"": [""事""], ""targets"": [122]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""方法"", ""reading"": ""ほうほう"", ""en"": ""method"", ""kanji"": [""方""], ""targets"": [123]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""皆"", ""reading"": ""みな"", ""en"": ""everyone"", ""kanji"": [""皆""], ""targets"": [128]}, {""kind"": ""particle"", ""kana"": ""に""}, {""kind"": ""word"", ""ja"": ""教えます"", ""reading"": ""おしえます"", ""en"": ""teach"", ""kanji"": [], ""targets"": []}]"
s277,"[44, 57, 122, 127, 130, 132]","[{""kind"": ""word"", ""ja"": ""各国"", ""reading"": ""かっこく"", ""en"": ""each country"", ""kanji"": [""各"", ""国""], ""targets"": [132, 44]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""食事"", ""reading"": ""しょくじ"", ""en"": ""meal"", ""kanji"": [""食"", ""事""], ""targets"": [57, 122]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""全部"", ""reading"": ""ぜんぶ"", ""en"": ""all"", ""kanji"": [""全""], ""targets"": [127]}, {""kind"": ""word"", ""ja"": ""別"", ""reading"": ""べつ"", ""en"": ""different"", ""kanji"": [""別""], ""targets"": [130]}, {""kind"": ""particle"", ""kana"": ""です""}]"
s278,"[122, 136]","[{""kind"": ""word"", ""ja"": ""これ"", ""reading"": ""これ"", ""en"": ""this"", ""kanji"": [], ""targets"": []}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""誰"", ""reading"": ""だれ"", ""en"": ""whose"", ""kanji"": [""誰""], ""targets"": [136]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""仕事"", ""reading"": ""しごと"", ""en"": ""work"", ""kanji"": [""事""], ""targets"": [122]}, {""kind"": ""particle"", ""kana"": ""です""}, {""kind"": ""particle"", ""kana"": ""か""}]"
s279,"[68, 124, 135]","[{""kind"": ""word"", ""ja"": ""約束"", ""reading"": ""やくそく"", ""en"": ""promise"", ""kanji"": [""約""], ""targets"": [135]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""所"", ""reading"": ""ところ"", ""en"": ""place"", ""kanji"": [""所""], ""targets"": [124]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""word"", ""ja"": ""待ちます"", ""reading"": ""まちます"", ""en"": ""wait"", ""kanji"": [""待""], ""targets"": [68]}]"
s280,"[123, 127, 131]","[{""kind"": ""word"", ""ja"": ""同じ"", ""reading"": ""おなじ"", ""en"": ""same"", ""kanji"": [""同""], ""targets"": [131]}, {""kind"": ""word"", ""ja"": ""方法"", ""reading"": ""ほうほう"", ""en"": ""method"", ""kanji"": [""方""], ""targets"": [123]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""word"", ""ja"": ""全部"", ""reading"": ""ぜんぶ"", ""en"": ""all"", ""kanji"": [""全""], ""targets"": [127]}, {""kind"": ""word"", ""ja"": ""します"", ""reading"": ""します"", ""en"": ""do"", ""kanji"": [], ""targets"": []}]"
s281,"[30, 55, 128, 129]","[{""kind"": ""word"", ""ja"": ""他"", ""reading"": ""ほか"", ""en"": ""other"", ""kanji"": [""他""], ""targets"": [129]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""人"", ""reading"": ""ひと"", ""en"": ""people"", ""kanji"": [""人""], ""targets"": [30]}, {""kind"": ""particle"", ""kana"": ""も""}, {""kind"": ""word"", ""ja"": ""皆"", ""reading"": ""みな"", ""en"": ""everyone"", ""kanji"": [""皆""], ""targets"": [128]}, {""kind"": ""word"", ""ja"": ""来ました"", ""reading"": ""きました"", ""en"": ""came"", ""kanji"": [""来""], ""targets"": [55]}]"
s282,"[14, 134, 135]","[{""kind"": ""word"", ""ja"": ""予約"", ""reading"": ""よやく"", ""en"": ""reservation"", ""kanji"": [""約""], ""targets"": [135]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""数日"", ""reading"": ""すうじつ"", ""en"": ""several days"", ""kanji"": [""数"", ""日""], ""targets"": [134, 14]}, {""kind"": ""word"", ""ja"": ""かかります"", ""reading"": ""かかります"", ""en"": ""takes"", ""kanji"": [], ""targets"": []}]"
s283,"[125, 136]","[{""kind"": ""word"", ""ja"": ""訳"", ""reading"": ""わけ"", ""en"": ""reason"", ""kanji"": [""訳""], ""targets"": [125]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""誰"", ""reading"": ""だれ"", ""en"": ""no one"", ""kanji"": [""誰""], ""targets"": [136]}, {""kind"": ""particle"", ""kana"": ""も""}, {""kind"": ""word"", ""ja"": ""知りません"", ""reading"": ""しりません"", ""en"": ""do not know"", ""kanji"": [], ""targets"": []}]"
s284,"[126, 130, 132]","[{""kind"": ""word"", ""ja"": ""程度"", ""reading"": ""ていど"", ""en"": ""degree"", ""kanji"": [""程""], ""targets"": [126]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""各自"", ""reading"": ""かくじ"", ""en"": ""each person"", ""kanji"": [""各""], ""targets"": [132]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""word"", ""ja"": ""別"", ""reading"": ""べつ"", ""en"": ""different"", ""kanji"": [""別""], ""targets"": [130]}, {""kind"": ""particle"", ""kana"": ""です""}]"
s285,"[88, 131, 137]","[{""kind"": ""word"", ""ja"": ""幾つ"", ""reading"": ""いくつ"", ""en"": ""several"", ""kanji"": [""幾""], ""targets"": [137]}, {""kind"": ""particle"", ""kana"": ""も""}, {""kind"": ""word"", ""ja"": ""同じ"", ""reading"": ""おなじ"", ""en"": ""same"", ""kanji"": [""同""], ""targets"": [131]}, {""kind"": ""word"", ""ja"": ""物"", ""reading"": ""もの"", ""en"": ""thing"", ""kanji"": [""物""], ""targets"": [88]}, {""kind"": ""particle"", ""kana"": ""が""}, {""kind"": ""word"", ""ja"": ""あります"", ""reading"": ""あります"", ""en"": ""there are"", ""kanji"": [], ""targets"": []}]"
s286,"[123, 124, 128, 131]","[{""kind"": ""word"", ""ja"": ""あの"", ""reading"": ""あの"", ""en"": ""that"", ""kanji"": [], ""targets"": []}, {""kind"": ""word"", ""ja"": ""方"", ""reading"": ""かた"", ""en"": ""person"", ""kanji"": [""方""], ""targets"": [123]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""皆"", ""reading"": ""みな"", ""en"": ""everyone"", ""kanji"": [""皆""], ""targets"": [128]}, {""kind"": ""particle"", ""kana"": ""と""}, {""kind"": ""word"", ""ja"": ""同じ"", ""reading"": ""おなじ"", ""en"": ""same"", ""kanji"": [""同""], ""targets"": [131]}, {""kind"": ""word"", ""ja"": ""所"", ""reading"": ""ところ"", ""en"": ""place"", ""kanji"": [""所""], ""targets"": [124]}, {""kind"": ""particle"", ""kana"": ""に""}, {""kind"": ""word"", ""ja"": ""います"", ""reading"": ""います"", ""en"": ""is"", ""kanji"": [], ""targets"": []}]"
s287,"[55, 127, 130]","[{""kind"": ""word"", ""ja"": ""全員"", ""reading"": ""ぜんいん"", ""en"": ""everyone"", ""kanji"": [""全""], ""targets"": [127]}, {""kind"": ""word"", ""ja"": ""別々"", ""reading"": ""べつべつ"", ""en"": ""separately"", ""kanji"": [""別""], ""targets"": [130]}, {""kind"": ""particle"", ""kana"": ""に""}, {""kind"": ""word"", ""ja"": ""来ました"", ""reading"": ""きました"", ""en"": ""came"", ""kanji"": [""来""], ""targets"": [55]}]"
s288,"[1, 22, 26, 126, 135]","[{""kind"": ""word"", ""ja"": ""約"", ""reading"": ""やく"", ""en"": ""about"", ""kanji"": [""約""], ""targets"": [135]}, {""kind"": ""word"", ""ja"": ""一時間"", ""reading"": ""いちじかん"", ""en"": ""one hour"", ""kanji"": [""一"", ""時"", ""間""], ""targets"": [1, 22, 26]}, {""kind"": ""word"", ""ja"": ""程"", ""reading"": ""ほど"", ""en"": ""about"", ""kanji"": [""程""], ""targets"": [126]}, {""kind"": ""word"", ""ja"": ""かかります"", ""reading"": ""かかります"", ""en"": ""takes"", ""kanji"": [], ""targets"": []}]"
s289,"[96, 122, 129, 134]","[{""kind"": ""word"", ""ja"": ""数学"", ""reading"": ""すうがく"", ""en"": ""math"", ""kanji"": [""数"", ""学""], ""targets"": [134, 96]}, {""kind"": ""particle"", ""kana"": ""と""}, {""kind"": ""word"", ""ja"": ""他"", ""reading"": ""ほか"", ""en"": ""other"", ""kanji"": [""他""], ""targets"": [129]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""事"", ""reading"": ""こと"", ""en"": ""things"", ""kanji"": [""事""], ""targets"": [122]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""習います"", ""reading"": ""ならいます"", ""en"": ""learn"", ""kanji"": [], ""targets"": []}]"
s290,"[88, 123, 133, 136]","[{""kind"": ""word"", ""ja"": ""両方"", ""reading"": ""りょうほう"", ""en"": ""both"", ""kanji"": [""両"", ""方""], ""targets"": [133, 123]}, {""kind"": ""particle"", ""kana"": ""とも""}, {""kind"": ""word"", ""ja"": ""誰"", ""reading"": ""だれ"", ""en"": ""whose"", ""kanji"": [""誰""], ""targets"": [136]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""物"", ""reading"": ""もの"", ""en"": ""thing"", ""kanji"": [""物""], ""targets"": [88]}, {""kind"": ""particle"", ""kana"": ""です""}, {""kind"": ""particle"", ""kana"": ""か""}]"
s291,"[35, 56, 124, 132]","[{""kind"": ""word"", ""ja"": ""各地"", ""reading"": ""かくち"", ""en"": ""various places"", ""kanji"": [""各""], ""targets"": [132]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""名所"", ""reading"": ""めいしょ"", ""en"": ""famous spots"", ""kanji"": [""名"", ""所""], ""targets"": [35, 124]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""見ます"", ""reading"": ""みます"", ""en"": ""see"", ""kanji"": [""見""], ""targets"": [56]}]"
s292,"[125, 127]","[{""kind"": ""word"", ""ja"": ""訳"", ""reading"": ""わけ"", ""en"": ""reason"", ""kanji"": [""訳""], ""targets"": [125]}, {""kind"": ""particle"", ""kana"": ""が""}, {""kind"": ""word"", ""ja"": ""全然"", ""reading"": ""ぜんぜん"", ""en"": ""at all"", ""kanji"": [""全""], ""targets"": [127]}, {""kind"": ""word"", ""ja"": ""わかりません"", ""reading"": ""わかりません"", ""en"": ""do not understand"", ""kanji"": [], ""targets"": []}]"
s293,"[131, 137]","[{""kind"": ""word"", ""ja"": ""幾ら"", ""reading"": ""いくら"", ""en"": ""however much"", ""kanji"": [""幾""], ""targets"": [137]}, {""kind"": ""word"", ""ja"": ""払っても"", ""reading"": ""はらっても"", ""en"": ""even if pay"", ""kanji"": [], ""targets"": []}, {""kind"": ""word"", ""ja"": ""同じ"", ""reading"": ""おなじ"", ""en"": ""same"", ""kanji"": [""同""], ""targets"": [131]}, {""kind"": ""particle"", ""kana"": ""です""}]"
s294,"[122, 128, 132]","[{""kind"": ""word"", ""ja"": ""皆"", ""reading"": ""みな"", ""en"": ""everyone"", ""kanji"": [""皆""], ""targets"": [128]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""word"", ""ja"": ""各自"", ""reading"": ""かくじ"", ""en"": ""each person"", ""kanji"": [""各""], ""targets"": [132]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""仕事"", ""reading"": ""しごと"", ""en"": ""work"", ""kanji"": [""事""], ""targets"": [122]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""します"", ""reading"": ""します"", ""en"": ""do"", ""kanji"": [], ""targets"": []}]"
s295,"[42, 122, 125]","[{""kind"": ""word"", ""ja"": ""通訳"", ""reading"": ""つうやく"", ""en"": ""interpreter"", ""kanji"": [""訳""], ""targets"": [125]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""仕事"", ""reading"": ""しごと"", ""en"": ""work"", ""kanji"": [""事""], ""targets"": [122]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""大事"", ""reading"": ""だいじ"", ""en"": ""important"", ""kanji"": [""大"", ""事""], ""targets"": [42, 122]}, {""kind"": ""particle"", ""kana"": ""です""}]"
s296,"[14, 126, 129, 130]","[{""kind"": ""word"", ""ja"": ""その他"", ""reading"": ""そのた"", ""en"": ""others"", ""kanji"": [""他""], ""targets"": [129]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""日程"", ""reading"": ""にってい"", ""en"": ""schedule"", ""kanji"": [""日"", ""程""], ""targets"": [14, 126]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""別"", ""reading"": ""べつ"", ""en"": ""separately"", ""kanji"": [""別""], ""targets"": [130]}, {""kind"": ""particle"", ""kana"": ""に""}, {""kind"": ""word"", ""ja"": ""決めます"", ""reading"": ""きめます"", ""en"": ""decide"", ""kanji"": [], ""targets"": []}]"
s297,"[100, 133, 134]","[{""kind"": ""word"", ""ja"": ""両手"", ""reading"": ""りょうて"", ""en"": ""both hands"", ""kanji"": [""両"", ""手""], ""targets"": [133, 100]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""word"", ""ja"": ""数えます"", ""reading"": ""かぞえます"", ""en"": ""count"", ""kanji"": [""数""], ""targets"": [134]}]"
s298,"[62, 88, 129, 137]","[{""kind"": ""word"", ""ja"": ""幾つ"", ""reading"": ""いくつ"", ""en"": ""several"", ""kanji"": [""幾""], ""targets"": [137]}, {""kind"": ""particle"", ""kana"": ""か""}, {""kind"": ""word"", ""ja"": ""他"", ""reading"": ""ほか"", ""en"": ""other"", ""kanji"": [""他""], ""targets"": [129]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""物"", ""reading"": ""もの"", ""en"": ""thing"", ""kanji"": [""物""], ""targets"": [88]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""買います"", ""reading"": ""かいます"", ""en"": ""buy"", ""kanji"": [""買""], ""targets"": [62]}]"
